theme_id,theme_name,news_order,publish_dt,date_diff,media_name,title,url,thumbnail,summary,category
153117,3D 낸드,1,2026-06-17 11:04:14,2026-06-17,전자신문,"삼성, 로직 반도체도 3D로 쌓았다…VLSI 최고 논문 선정",https://www.etnews.com/20260617000167,https://mimgnews.pstatic.net/image/upload/office_logo/030/2025/03/07/logo_030_100_20250307145551.png,"삼성전자는 사내 반도체연구소 로직(Logic) TD팀의 '3차원 수직 적층 트랜지스터(3D Stacked FET, 42nm Gate Pitch)' 연구가 이달 미국에서 개최된... 수직적층 기술은 앞서 낸드 플래시에 'V-낸드'나 D램의 '고대역폭메모리(HBM) 등에 구현된 바 있는데, 삼성전자는 이를 로직 반도체 영역에도...",
153117,3D 낸드,2,2026-06-17 08:50:51,2026-06-17,디지털타임스,"비메모리도 HBM처럼 쌓는다…삼성, 차세대 3D 반도체 기술 공개",https://www.dt.co.kr/article/12067993?ref=naver,https://mimgnews.pstatic.net/image/upload/office_logo/029/2025/04/14/logo_029_100_20250414154305.png,3차원(3D) 적층 트랜지스터 구조를 세계 최초로 구현했다고 밝혔다. 해당 연구는 최근 일본 교토에서 열린 ‘2026 VLSI 심포지엄’에서 베스트 페이퍼로 선정됐다. 이번 연구는 메모리 반도체에서 먼저 적용된 수직 적층 개념을 로직 반도체로 확장했다는 점에서 의미가 있다. 삼성전자는 낸드플래시의 경우...,
153117,3D 낸드,3,2026-05-26 02:03:53,2026-05-26,전자신문,"삼성전자, 세계 최초 '900단 V낸드' 구현…1000단 시대 초읽기",https://www.etnews.com/20260522000306,https://mimgnews.pstatic.net/image/upload/office_logo/030/2025/03/07/logo_030_100_20250307145551.png,"삼성전자는 지난 2013년 세계 최초로 3D V낸드를 상용화한 이후 적층 한계를 극복하기 위해 끊임없이 공정을 진화시켰다. 과거에는 미세한 구멍을 한 번에 뚫어 쌓는 '단일 스택' 방식을 썼으나, 단수가 높아질수록 웨이퍼가 휘거나 정렬이 어긋나는 물리적 한계에 부딪혔다. 삼성전자는 900단 구현...",
153117,3D 낸드,4,2026-05-08 08:33:47,2026-05-08,조세일보,"삼전·닉스, 차세대 D램 표준 선점에 운명 갈린다",http://www.joseilbo.com/news/news_read.php?uid=567885&class=78&grp=,https://mimgnews.pstatic.net/image/upload/office_logo/123/2025/03/07/logo_123_100_20250307145612.png,특히 낸드플래시에서 활용되는 방식처럼 읽기와 쓰기 등 주요 연산을 담당하는 회로를 메모리 어레이 아래에 배치해 셀 면적을 줄이고 공간 효율을 높이는 구조를 통해 차세대 3D D램 시장에서 자사에 유리한 기술 표준을 확보하려는 전략을 펴고 있다. 반면 SK하이닉스는 트랜지스터를 수직 기둥 형태로 쌓고...,
153117,3D 낸드,5,2026-05-04 10:04:26,2026-05-04,뉴스핌,"한미반도체, 세미콘 동남아서 '2.5D 패키징 TC 본더' 소개",https://www.newspim.com/news/view/20260504000318,https://mimgnews.pstatic.net/image/upload/office_logo/5002/2024/05/30/logo_5002_18_20240530160715.png,시장조사업체 욜그룹은 2.5D·3D 패키징을 포함한 어드밴스드 패키징 시장이 2024년 460억 달러에서 2030년 794억 달러로 성장할 것으로 예상했다.... MSVP는 반도체 패키지 절단·세척·건조·검사·선별·적재 등을 수행하는 필수 장비로 D램·낸드플래시·HBM·시스템반도체 등 다양한 공정에...,
3363,방산,1,2026-07-07 16:05:24,8시간 전,동아일보,수천시간 거뜬…‘미래 항공기의 심장’ 국내 첫 장수명 항공엔진 공개,https://www.donga.com/news/Economy/article/all/20260707/134251361/1,https://mimgnews.pstatic.net/image/upload/office_logo/020/2025/03/07/logo_020_100_20250307145700.png,국산 엔진 개발은 항공 산업의 자립성과 방산 수출 경쟁력을 한 층 높이는 계기가 될 것으로 보인다. 국산 항공엔진을 확보하면 해외 엔진 제작국의 승인이나 수출 규제에 얽매이지 않고 전투기 등을 자유롭게 개발하고 운용할 수 있다. 김종호 한화에어로스페이스 첨단엔진사업팀장은 “이번 국산 엔진 개발은...,
3363,방산,2,2026-07-07 15:10:51,9시간 전,정책브리핑,국내개발 중인 무인기용 항공엔진 공개,http://www.korea.kr/briefing/pressReleaseView.do?newsId=156769841&pageIndex=1&repCodeType=&repCode=&startDate=2025-07-07&endDate=2026-07-07&srchWord=&period=,,"- 무인전투기 및 무인정찰기 등에 적용될 국산 항공엔진 시제 최초 공개 - 방위사업청과 국방과학연구소(이하 '국과연')는 7월 7일(화) 한화에어로스페이스 등 국내 기업과 협업하여 개발하고 있는 5,500파운드급 터보팬(Turbofan) 엔진과 1,400마력급 터보프롭(Turboprop) 엔진 시제를 최초 공개하는 행사를 개최했습니다. 5,500파운드급 터보팬 엔진은 유인 전투기와 함께 유무인 전투기 복합체계를 완성할 협업 무인전투기에 적용될 수 있으며, 1,400마력급 터보프롭 엔진은 차세대 무인정찰기에 적용할 수 있도록 개발하고 있습니다. 무인기용 항공엔진은 미사일기술통제체제(Missile Technology Control Regime), 국제무기거래규정(International Traffic in Arms Regulations), 수출관리규정(Export Administration Regulations) 등 각종 규제를 통해 관련 기술 이전 및 수출을 엄격하게 통제받고 있어서 많은 예산을 들이더라도 해외로부터 쉽게 도입할 수 없는 기술입니다. 이에 방위사업청과 국과연은 '19년부터 5,500파운드급 터보팬 엔진 연구개발을 시작하게 되었고, 이후 '21년에는 1,400마력급 터보프롭 엔진 연구개발도 착수하게 되었습니다. 방위사업청과 국과연은 그동안 미사일용 단수명 엔진을 우리 기술로 개발해 왔지만, 오랜 시간 반복적으로 운용할 수 있는 항공기용 장수명 엔진을 우리 손으로 만들어 낸 것은 이번이 처음입니다. 특히, 고온·고압의 환경에서도 오랜 기간 사용할 수 있는 내열소재·부품(터빈 블레이드(Turbin blade) 등)을 국내 정밀주조 기술로 개발하고 해당 부품에 최신 열차폐 코팅* 기술까지 최초 개발하여 적용하는 등 국내 최초 장수명 항공 엔진으로서의 핵심기술을 확보했다는 점에서 큰 의미가 있습니다.* 열차폐 코팅기술 : 항공엔진 터빈 블레이드와 같은 금속 소재에 전달되는 고온의 열을 차단하여 내부 온도를 낮춤으로써 엔진 부품의 수명을 연장하고, 더 높은 온도에서 작동할 수 있게 하여 엔진의 열효율을 극대화하는 기술 이번 시제 엔진과 내열소재·부품은 앞으로 실시될 지상시험을 통해 성능을 검증해 갈 예정이고, 향후 후속 연구개발 사업을 통해 더욱 신뢰도 높은 엔진으로 완성해 갈 계획입니다. 아울러, 방위사업청은 외산엔진이 장착된 KF-21 전투기와는 달리 차세대 유인 전투기에는 국산 엔진을 적용하는 것을 목표로 '41년까지 개발할 계획입니다. 이를 위해 산업부 및 우주항공청과 함께 범정부 차원의 노력을 결집하여 첨단항공엔진 개발계획을 수립하였고, '26년 일부 핵심기술 개발을 시작으로 '28년 본사업 착수를 향해 단계적으로 추진해 나가고 있습니다. 정기영 방위사업청 미래전력사업본부장은 ""방위사업청은 K-방산의 마지막 퍼즐 조각이라 할 수 있는 항공엔진 개발을 위해 정책적 지원과 예산 확보에 최선을 다할 것이다""라며, ""연구개발(R&D) 혁신을 통해 기술 주권을 확보하고, 방위산업 대전환과 방산 4대 강국 진입을 위해 최선을 다하겠다""고 밝혔습니다. 끝",
3363,방산,3,2026-07-07 14:00:00,10시간 전,더그루,"한화에어로, '국산 무인기 심장' 전격 공개…독자 기술 장수명 무인기 엔진 시제 완성",https://www.theguru.co.kr/news/article.html?no=103998,https://www.theguru.co.kr/data/cache/public/photos/20260728/art_17833247086183_9b6d0b_178x118_c0.jpg,"[더구루=김예지 기자] 한화에어로스페이스가 국방과학연구소와 손잡고 국내 독자 기술로 개발한 장수명 무인기 엔진 시제를 처음으로 전격 공개했다. 미래 전장의 핵심 전력인 무인기 엔진의 국산화를 통해 자주국방을 한층 강화하는 것은 물론, 해외 무기 수출의 최대 걸림돌이었던 통제 규제를 극복해 글로벌 방산 시장에서의 선제적 경쟁력을 확보하겠다는 전략이다. 한화에어로스페이스는 7일 경남 창원1사업장에서 ‘국산 장수명 항공엔진 초도시제 지상시험 착수식’을 개최하고, ‘저피탐 무인편대기용’ 5500파운드 터보팬 엔진과 ‘중고도 무인기용’ 1400마력 터보프롭 엔진 등 무인기 엔진 2종을 선보였다고 밝혔다. 이날 행사에는 △이건완 국방과학연구소장 △정기영 방사청 미래전략사업본부장 △김성중 공군본부 기획관리참모부장(소장) △김선 한화에어로스페이스 항공사업부장 등 민·관·군 관계자 300여 명이 참석해 자리를 빛냈다. 지금까지 미사일 등에 사용되는 단수명 항공엔진은 국내 기술로 개발·양산해 왔으나, 수천 시간 이상 사용 가능한 '장수명 엔진'의 시제를 완성한 것은 이번이 처음이다. 이번에 공개된 엔진들은 조립을 마치고 성공적으로 지상 시운전을 진행 중이다. 향후 개발이 완료",
3363,방산,4,2026-07-07 09:14:17,15시간 전,NAVER뉴스,"네이버-KAI, 방산 AI 공동 개발…미래 전투체계 협력",https://n.news.naver.com/mnews/article/014/0005544583?sid=001,https://imgnews.pstatic.net/image/origin/014/2026/07/07/5544583.jpg?type=nf106_72,팀네이버와 한국항공우주산업(KAI)이 방산 특화 인공지능(AI) 파운데이션 모델 공동 개발에 나선다. 국내 독자 AI 기술과 항 …,
3363,방산,5,2026-07-07 06:42:42,17시간 전,SBS Biz,"아문디 ""유럽 산업주, AI 붐 수혜 입을 것""",https://biz.sbs.co.kr/article_hub/20000320998?division=NAVER,https://mimgnews.pstatic.net/image/upload/office_logo/374/2025/03/07/logo_374_100_20250307145639.png,"그는 ""그동안 산업주는 AI 밸류체인의 전방 산업에 비해 다소 뒤처져 있었다""며 ""따라서 바로 여기에 기회가 존재한다""고 강조했습니다. 디펜드 소장은 ""그 외에도 방산, 금융, 헬스케어 섹터 역시 매력적""이라며 ""결국 올해 남은 기간에는 섹터 중심의 장세가 펼쳐질 가능성이 높다고 생각한다""고 밝혔습니다....",
150313,비메모리 반도체,1,2026-07-07 15:36:00,8시간 전,정책브리핑,"국산 인공지능 반도체, 도입부터 활용, 기술 지원까지 밀착 지원합니다",http://www.korea.kr/briefing/pressReleaseView.do?newsId=156769825&pageIndex=1&repCodeType=&repCode=&startDate=2025-07-07&endDate=2026-07-07&srchWord=&period=,,"- 과기정통부, 7월 7일(화)『한국형 인공지능(K-AI) 반도체 기술 지원센터』개소- 국산 인공지능 반도체의 도입을 위한 상담부터 구축·적용, 기술 지원, 우수사례 확산까지 모든 과정에 걸쳐 현장 애로 해소를 위한 밀착 지원 추진",
150313,비메모리 반도체,2,2026-07-07 10:25:44,14시간 전,NAVER뉴스,"메디아나, 퓨리오사AI·엑스와이지와 '병원형 피지컬 AI' 구축",https://n.news.naver.com/mnews/article/018/0006324447?sid=001,https://imgnews.pstatic.net/image/origin/018/2026/07/07/6324447.jpg?type=nf106_72,"메디아나(041920)가 AI 반도체 기업 퓨리오사AI, AI 로봇 전문기업 엑스와이지(XYZ)와 손잡고 병원형 피지컬 AI(P …",
150313,비메모리 반도체,3,2026-07-07 09:46:45,14시간 전,NAVER뉴스,"""마이크론, 포드와도 차 반도체 장기공급 계약""",https://n.news.naver.com/mnews/article/001/0016179374?sid=001,https://imgnews.pstatic.net/image/origin/001/2026/07/07/16179374.jpg?type=nf106_72,미국 메모리 반도체 제조업체 마이크론이 포드자동차와 차세대 차량용 반도체 장기공급 계약을 체결했다. 마이크론은 며칠 전 제너럴모 …,
150313,비메모리 반도체,4,2026-07-06 14:52:38,1일 전,NAVER뉴스,"李 대통령, 반도체 등 3대 메가 환경평가 ‘속도전’ 주문…우려 시각도",https://n.news.naver.com/mnews/article/016/0002666363?sid=001,https://imgnews.pstatic.net/image/origin/016/2026/07/06/2666363.jpg?type=nf106_72,이재명 대통령이 6일 물과 전기 하마인 반도체 등 3대 메가프로젝트 조성시 환경영향평가 등 행정절차에 ‘속도’를 강조하면서 우려 …,
150313,비메모리 반도체,5,2026-07-06 11:27:12,1일 전,정책브리핑,반도체 제조장비·부품의 기술·특허심사 정보를 한눈에!,http://www.korea.kr/briefing/pressReleaseView.do?newsId=156769674&pageIndex=1&repCodeType=&repCode=&startDate=2025-07-06&endDate=2026-07-06&srchWord=&period=,,"반도체 제조장비·부품의 기술·특허심사 정보를 한눈에! - 지식재산처, 「반도체 제조장비·부품 해설집 전(前)공정 편」 발간 - - 반도체 전문 심사관들이 집필... 고품질 심사 및 산업계 특허전략 수립 지원 - 지식재산처(처장 김용선)는 반도체 분야 특허심사의 전문성과 산업계의 특허 경쟁력 강화를 위해 「반도체 제조장비·부품 해설집 전(前)공정 편」을 발간하여 누리집 등을 통해 디지털로 배포한다고 5일 밝혔다. 반도체 제조공정은 전공정*과 후공정**으로 이루어지는데, 해설집은 반도체 전공정의 핵심 8대 단위공정인 ▲클리닝(Cleaning) ▲확산(Difussion) ▲화학기상증착(CVD) ▲물리기상증착(PVD) ▲화학기계적평탄화(CMP) ▲노광(Photo) ▲식각(Etching) ▲이온주입(IMP)을 중심으로 구성되었으며, 각 공정에서 사용되는 주요 제조장비와 핵심 부품을 한눈에 이해할 수 있도록 체계적으로 정리하였다. * 전공정(Front-End Process): 실리콘 웨이퍼 위에 미세 회로를 형성하여 집적회로(IC)를 만드는 공정으로, 반도체 성능과 수율을 결정하는 핵심 공정 ** 후공정(Back-End Process): 전공정을 통해 제조된 웨이퍼를 개별 칩으로 분리하고, 패키징 및 최종 검사를 통해 반도체 제품을 완성하는 공정 해설집은 민간에서 풍부한 실무경험(평균 28년 이상)이 있는 반도체 전문 심사관들이 직접 집필에 참여하여, 산업현장의 기술 전문성과 특허심사 과정에서 축적한 심사 비법을 접목하여 제작되었다. 해설집은 주요 장비와 부품에 대한 형상(사진), 기능, 특허분류(CPC, F-term), 심사 시 유의사항, 주요 국내외 관련 기업 정보들을 함께 수록하여 심사 및 특허전략 수립에 직접 활용할 수 있도록 구성된 것이 특징이다. 지식재산처 김희태 반도체심사추진단장은 ""반도체 공정의 미세화첨단화가 가속화될수록 제조장비와 핵심부품의 기술 경쟁력이 국가 반도체 산업의 경쟁력을 결정하는 중요한 요인으로 부각되고 있다""면서, ""해설집이 특허 심사관의 전문성 제고와 심사품질 향상에 기여하고, 중소·중견기업의 연구개발과 특허전략 수립에 유용한 길잡이가 되기를 기대한다""고 밝혔다. 한편, 해설집은 지식재산처 누리집*에서 내려받을 수 있으며, 향후 「반도체 제조장비·부품 해설집 후(後)공정 편」도 추가로 발간할 계획이다. * 누리집(moip.go.kr)책자/통계간행물기타 간행물",
155428,거푸집(데크플레이트),1,2026-06-30 02:06:31,2026-06-30,이데일리,"덕신EPC, 세계 2위 엠코 반도체 공장에 데크플레이트 공급",https://www.edaily.co.kr/news/newspath.asp?newsid=04965926645486968,https://mimgnews.pstatic.net/image/upload/office_logo/018/2025/03/07/logo_018_100_20250307145653.png,덕신EPC가 미국 애리조나주 피오리아 엠코 테크놀러지 반도체 생산공장 건설 현장에서 데크플레이트를 시공하고 있다.(사진=덕신EPC) 덕신EPC는 세계 2위 반도체 후공정 기업 엠코 테크놀로지의 첨단 반도체 생산시설에 한국형 일체형 데크플레이트인 ‘스피드데크’ 공급을 시작했다고 30일 밝혔다. 일체형...,
155428,거푸집(데크플레이트),2,2026-06-18 15:05:23,2026-06-18,헤럴드경제,“AI도 철이 필요해”…ESS부터 송전까지 철강 ‘토털 패키지’ [그 회사...,https://biz.heraldcorp.com/article/10774700?ref=naver,https://mimgnews.pstatic.net/image/upload/office_logo/016/2025/03/07/logo_016_100_20250307145646.png,"김인창 팀장은 “데이터센터에 들어가는 철근, 형강, 후판, 파이프 등 구조재부터 데크플레이트, 서버랙, ESS 인클로저 등 비구조재까지 SCM을 토털 패키지로 구축했다”며 “데이터센터 건설 경험이 적은 건설사들도 한 번에 강재를 공급받을 수 있어 긍정적인 반응을 보이고 있다”고 말했다. 이어...",
155428,거푸집(데크플레이트),3,2026-03-31 04:06:56,2026-03-31,디지털투데이,"윈하이텍, 정기주총서 재무제표 승인·정관 변경 등 전 안건 가결",https://www.digitaltoday.co.kr/news/articleView.html?idxno=650304,https://imgnews.pstatic.net/image/origin/5137/2026/03/31/258726.jpg,"데크플레이트 전문 기업 윈하이텍(192390)은 정기주주총회를 열고 제15기 재무제표 승인과 정관 일부 변경, 이사 선임, 이사·감사 보수한도 승인 안건을 모두 가결했다고 31일 공시했다. 31일 열린 주주총회에서 제15기 재무제표 승인 안건(이익잉여금처분계산서 포함)은 보통결의로 가결됐다. 해당 안건은...",
155428,거푸집(데크플레이트),4,2026-03-30 09:06:51,2026-03-30,디지털투데이,"제일테크노스, 제55기 정기주총서 정관 변경·사외이사 선임 가결…이사...",https://www.digitaltoday.co.kr/news/articleView.html?idxno=649818,https://imgnews.pstatic.net/image/origin/5137/2026/03/30/258278.jpg,"데크플레이트 전문 기업 제일테크노스(038010)는 정기주주총회에서 제55기 안건을 의결한 결과를 30일 공시했다. 회사는 이번 주총에서 재무제표 승인과 정관 일부 변경, 사외이사 선임, 보수한도 승인 등 안건별 결의 결과를 확정했다. 안건별로는 '제55기 별도 및 연결재무제표, 이익잉여금처분계산서...",
155428,거푸집(데크플레이트),5,2026-03-28 07:02:21,2026-03-28,경기신문,"롤스로이스모터카, 비스포크 모델 ‘컬리넌 요팅’ 공개",https://www.kgnews.co.kr/news/article.html?no=889253,https://imgnews.pstatic.net/image/origin/5199/2026/03/28/439537.jpg,그는 가족 소유의 선박 산타 마리아 호에서 기관사로 근무하며 엔지니어로서의 기반을 다졌고 이후 자동차와 항공 분야의 선구자로 성장했다. 롤스로이스가 공개한 비스포크 모델 ‘컬리넌 요팅’ 모습. (사진=롤스로이스모터카 제공) 컬리넌 요팅 스타라이트 헤드라이너. (사진=롤스로이스모터카 제공),
154420,영상 콘텐츠,1,2026-07-07 13:50:18,10시간 전,NAVER뉴스,"피씨엔, 국가유산 235종 디지털 에셋 구축 착수",https://n.news.naver.com/mnews/article/030/0003445268?sid=001,https://imgnews.pstatic.net/image/origin/030/2026/07/07/3445268.jpg?type=nf106_72,"피씨엔(PCN)은 국가유산청이 주관하는 '2026 국가유산 디지털 콘텐츠 원천자원 제작 보급' 사업을 수주하고, 국가유산의 디지 …",
